설비ID,시간,센서값1,센서값2,상태코드,이상 여부,주기,작업ID,운영자
EQP004,2024-11-01 00:41:08,65.27108840814071,0.6155526231931792,NORMAL,0,1,JOB00002,operator_03
EQP005,2024-11-01 00:41:09,72.49432289781495,0.3822373200144914,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:41:10,75.84564371227214,0.6381399025162693,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:41:11,27.48160988783276,0.4271124464193341,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:41:12,24.276697008385455,0.44569179024674643,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:41:13,45.380733948549405,0.7663040711189001,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:41:14,80.57512957455756,0.30564849683618345,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:15,89.37217208008975,0.673008166288677,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:41:16,25.791151861144826,0.2903682124860205,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:41:17,76.87154643684333,0.9733665661522873,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:41:18,39.43562893496352,0.9083652604130816,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:41:19,20.567722599590972,0.8193982309664928,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:41:20,74.18405490685275,0.7026295764379158,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:41:21,60.7153424807429,0.3190439298728074,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:41:22,94.64621224529161,0.8706714682143207,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:41:23,30.117139632285692,0.8425545014651813,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:24,88.03435901431425,0.41432701402020766,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:41:25,26.050429106763957,0.5770640452257026,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:41:26,63.729195173093686,0.43604697411857907,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:27,48.28600989058201,0.13246895401785475,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:41:28,35.53030163567777,0.5366075092637743,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:41:29,86.79654200416935,0.8425345083518017,ALERT,1,1,JOB00002,operator_03
EQP005,2024-11-01 00:41:30,54.355831766296205,0.4707059473159374,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:41:31,95.75223195684134,0.24071258566350673,ALERT,1,1,JOB00002,operator_02
EQP003,2024-11-01 00:41:32,26.670324301500763,0.9285077519437785,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:41:33,52.35928515615275,0.4556256153552002,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:41:34,47.64961351206316,0.6215073111380841,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:41:35,72.90801119015964,0.3919980438891485,NORMAL,0,1,JOB00002,operator_03
EQP005,2024-11-01 00:41:36,81.34146850706685,0.3506426914571469,ALERT,1,1,JOB00002,operator_01
EQP005,2024-11-01 00:41:37,47.68868001315261,0.8358884081262424,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:41:38,74.07140982641685,0.24872539379062464,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:39,84.4724674026753,0.27967385654644317,ALERT,1,1,JOB00002,operator_01
EQP002,2024-11-01 00:41:40,76.73017531887498,0.021057783556320042,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:41:41,92.20336918743625,0.07330581811371983,ALERT,1,1,JOB00002,operator_03
EQP004,2024-11-01 00:41:42,38.25327310007246,0.7400178001582128,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:41:43,96.76737180873872,0.792662476751617,ALERT,1,1,JOB00002,operator_02
EQP005,2024-11-01 00:41:44,26.104196333926364,0.732700183870807,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:41:45,50.6784898060034,0.1522282139168668,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:41:46,42.743063127636745,0.5857782709310476,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:41:47,56.337153581219795,0.8634300145217673,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:41:48,99.74461701430832,0.15368413580724682,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:41:49,41.28171013830414,0.5908158748955077,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:41:50,71.68375552772768,0.15061095306851913,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:51,75.05751355261887,0.7850068362082621,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:41:52,30.839561514307583,0.4475699505079721,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:41:53,62.18041199605417,0.929870482293879,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:41:54,59.23592773887599,0.11974678850053189,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:41:55,56.409938482621556,0.5559120170743204,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:41:56,92.86593762643169,0.9433101118741497,ALERT,1,1,JOB00002,operator_03
EQP002,2024-11-01 00:41:57,42.699640796836476,0.4365817217418244,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:41:58,30.481169492037246,0.6009571949974972,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:41:59,51.04789882753258,0.24229332920046653,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:00,34.63383407696678,0.3650475666926015,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:42:01,21.555700673563727,0.9729616349520416,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:42:02,60.29534089899557,0.18262513025310112,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:42:03,64.5367405242283,0.7382955104783077,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:42:04,54.62136653665549,0.4841844983225968,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:05,22.635829459642398,0.5901274059265421,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:06,69.48681192576923,0.3098471167532799,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:42:07,99.56753497775522,0.4819861868264059,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:08,56.18512280410684,0.04317029086294144,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:09,67.39863951212772,0.8355717050906487,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:10,72.33839823998994,0.27542990363947284,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:11,36.11192822351099,0.959024175972966,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:12,35.296841419739344,0.31274111618840017,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:13,73.12805369183127,0.5280474490037993,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:42:14,53.273092343800755,0.720333369165993,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:15,52.64323692822533,0.19127737103739706,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:42:16,83.01414722686033,0.31103666726033696,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:17,20.863871391160956,0.7010112670950407,NORMAL,0,1,JOB00002,operator_03
EQP005,2024-11-01 00:42:18,29.79851334802378,0.5340361132046566,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:42:19,52.80190293933944,0.48199491773286707,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:20,58.29613764554658,0.1723492141449633,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:21,42.613388843292725,0.460868735269652,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:22,93.42069141081285,0.1974488170911317,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:23,30.102677806765517,0.9457764972463472,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:42:24,57.73305462281282,0.5716276933611655,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:25,94.68745149610012,0.7199595393694795,ALERT,1,1,JOB00002,operator_02
EQP005,2024-11-01 00:42:26,26.17154992688488,0.3061959204820812,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:27,28.316750072991166,0.9623653164545284,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:28,41.627887239646746,0.822760243032332,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:42:29,45.47615734446435,0.7309280359330333,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:42:30,66.47748693052739,0.7298891177035978,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:31,89.1633073265667,0.4995664633759328,ALERT,1,1,JOB00002,operator_02
EQP003,2024-11-01 00:42:32,76.88974536122288,0.05196609813118025,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:33,56.66026518120383,0.26241608169621444,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:42:34,58.64112902751604,0.8868315394689592,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:42:35,84.61914345605716,0.3563904992999042,ALERT,1,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:36,96.95105909805663,0.65260201521544,ALERT,1,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:37,36.84227907524904,0.5014414736979107,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:38,98.51580763433034,0.1347472651309074,ALERT,1,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:39,81.6979852232323,0.22810037790238513,ALERT,1,1,JOB00002,operator_01
EQP003,2024-11-01 00:42:40,67.40545462118615,0.3799242909620145,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:41,40.381406906289605,0.914526153802056,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:42,58.91240284289425,0.5049328040894001,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:42:43,84.78163231178098,0.8866154889893555,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:44,30.486388936376247,0.7661571015827779,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:42:45,78.7447991186486,0.6359395767414336,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:46,26.619064278965723,0.9150833333580748,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:42:47,34.68637018841168,0.2527658599511641,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:42:48,50.65315748473006,0.794662892397889,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:49,33.66146080026695,0.2672098954860741,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:42:50,68.93245405168113,0.5657473065511459,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:42:51,28.093104921403295,0.01133259320448754,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:42:52,97.87154331488347,0.43868470289979355,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:53,44.18213603971588,0.8950851727663146,NORMAL,0,1,JOB00002,operator_03
EQP005,2024-11-01 00:42:54,88.74599608563808,0.1100177211275436,ALERT,1,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:55,64.92674887735265,0.07314250947828393,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:56,42.77502092354173,0.887608329493955,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:42:57,57.8747946875239,0.613170360743117,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:42:58,80.29444124343924,0.9681122364061165,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:42:59,62.554638204223316,0.28451195974244414,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:43:00,58.40862623618291,0.5353708726383943,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:43:01,84.99309260991204,0.8533957335369416,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:02,86.65677503662411,0.9294075660702069,ALERT,1,1,JOB00002,operator_03
EQP003,2024-11-01 00:43:03,45.653020378914576,0.5523380134555028,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:43:04,98.57081475489204,0.9830199980763584,ALERT,1,1,JOB00002,operator_02
EQP005,2024-11-01 00:43:05,55.55839823822328,0.25629237536921756,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:43:06,73.59627926873745,0.00040154402533987277,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:43:07,35.319169192649554,0.3862363952990896,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:43:08,45.656973198743515,0.9639160120731884,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:43:09,31.796208037992095,0.029736261294602606,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:43:10,90.00069597951762,0.30145618641066796,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:43:11,81.08824536704108,0.9925977185816602,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:43:12,65.62500062612031,0.053576559607407925,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:13,90.48032678517663,0.5274959445582615,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:14,60.325606379873946,0.5448816860293935,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:43:15,95.87401244331943,0.8424641068355752,ALERT,1,1,JOB00002,operator_01
EQP005,2024-11-01 00:43:16,96.94918994783988,0.5474064060012253,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:17,59.422507669196456,0.16071334919098568,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:43:18,91.66342983157648,0.6531871891578125,ALERT,1,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:19,49.12968454732044,0.639386421454098,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:20,54.42531424339127,0.27470503280714365,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:43:21,73.59759392773253,0.07198081846332172,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:43:22,86.63953108424003,0.29757071644081545,ALERT,1,1,JOB00002,operator_02
EQP004,2024-11-01 00:43:23,52.191485185154406,0.1514576224004145,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:43:24,62.12759540718315,0.30328102606544527,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:43:25,25.31242827683979,0.9893495140420392,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:43:26,55.41887421651666,0.9489162181887151,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:27,62.566945915040904,0.48235620858275297,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:43:28,36.62749771357192,0.8134068935646797,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:43:29,72.92728527674123,0.2363365902687512,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:30,65.87934111127814,0.2152438205009537,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:43:31,35.07080074678984,0.056246694315172485,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:43:32,48.18471073673426,0.23405777501749914,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:33,41.48000609579963,0.6542357799453179,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:34,95.52330226247419,0.3962772624917006,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:35,61.00609727393693,0.2677743146041175,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:43:36,69.56545798229277,0.6755323686200567,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:37,64.53456421454028,0.6457592922613059,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:43:38,59.703610040051174,0.5444613321491686,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:43:39,26.079480505266545,0.6787882222602449,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:43:40,95.66197736067687,0.19710603882365219,ALERT,1,1,JOB00002,operator_02
EQP002,2024-11-01 00:43:41,38.73592478304722,0.2696343992192042,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:42,63.248879545978326,0.8496001749824581,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:43:43,78.53436790299854,0.15414752433633416,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:44,66.33038432280392,0.18907765377834884,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:43:45,73.93495590636911,0.6332689173374889,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:46,53.803150417908384,0.29833774358749876,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:47,26.295814015631926,0.5273108956423933,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:48,40.07897650528566,0.6834344870539171,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:49,54.47864502778067,0.17478671504515797,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:43:50,87.30717752048386,0.5797664574342731,ALERT,1,1,JOB00002,operator_03
EQP002,2024-11-01 00:43:51,46.033462454608625,0.09473891477934415,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:43:52,42.90072283065466,0.4238081851735742,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:43:53,34.65356219426341,0.5892857278628512,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:54,79.1142636904764,0.8126126390881718,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:43:55,91.60270870827495,0.686024223935891,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:43:56,44.11134366130874,0.6259839139179536,NORMAL,0,1,JOB00002,operator_03
EQP004,2024-11-01 00:43:57,65.79261807742121,0.404519524458235,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:43:58,66.8062253098573,0.5131700163305644,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:43:59,97.65344222350964,0.17571524583682585,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:00,27.161615743747383,0.43377827440715366,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:44:01,40.33178241022515,0.8251348756614191,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:44:02,75.03280731642595,0.8639548220095106,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:44:03,34.54467725335598,0.08591038820282049,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:44:04,69.300323245665,0.4438559911405694,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:44:05,51.23011568375631,0.41577480098965147,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:44:06,64.3440564678362,0.5271483816252647,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:44:07,44.77054480022766,0.6637343606939384,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:44:08,37.29007986790098,0.18340534860973967,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:09,36.82976652238686,0.023047088406607408,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:44:10,61.63648737115064,0.8608108626867375,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:11,42.368114611610544,0.127408071695429,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:12,82.02655439087329,0.4507060582503857,ALERT,1,1,JOB00002,operator_01
EQP002,2024-11-01 00:44:13,71.58053812720743,0.33966062048144274,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:44:14,87.38970670546576,0.7606065813900618,ALERT,1,1,JOB00002,operator_03
EQP004,2024-11-01 00:44:15,72.06623603914625,0.11627368029288065,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:44:16,91.40890624353176,0.4586498980810759,ALERT,1,1,JOB00002,operator_02
EQP003,2024-11-01 00:44:17,89.7066873872226,0.9989046997630767,ALERT,1,1,JOB00002,operator_03
EQP004,2024-11-01 00:44:18,98.69854831976048,0.9607147516698173,ALERT,1,1,JOB00002,operator_01
EQP003,2024-11-01 00:44:19,99.70374433961807,0.8455511954968996,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:20,93.10516180999554,0.36829546765570953,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:21,50.68276099471816,0.8366202103676581,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:44:22,69.13350802551142,0.3341430223838622,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:44:23,46.89282061956159,0.30846921258268634,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:24,66.6055127371849,0.6988336704460328,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:44:25,73.39324244270648,0.01276542651789736,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:44:26,55.73916202491142,0.3429665197000782,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:27,78.03824272123896,0.08105956387760316,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:44:28,52.29173555947823,0.6786600938268971,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:29,85.05199906910514,0.9578302174752765,ALERT,1,1,JOB00002,operator_03
EQP005,2024-11-01 00:44:30,84.59823485215271,0.10935590310947885,ALERT,1,1,JOB00002,operator_01
EQP005,2024-11-01 00:44:31,46.94781611577221,0.5694823881365918,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:44:32,37.01815729042185,0.6035857876582056,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:33,88.02541665260792,0.21285008603835742,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:44:34,60.50804426246499,0.9715163568041392,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:35,30.382637257808902,0.5568183602783076,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:36,74.51680923402176,0.25361562763856416,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:44:37,64.91823549893414,0.18593364087438458,NORMAL,0,1,JOB00002,operator_02
EQP005,2024-11-01 00:44:38,59.50793565664802,0.9616020255748788,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:39,68.75742106932975,0.8205764393338497,NORMAL,0,1,JOB00002,operator_01
EQP004,2024-11-01 00:44:40,63.94147946787541,0.7483608334286197,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:41,24.510548308258528,0.3693826475825851,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:42,72.62310240289489,0.9591122919962939,NORMAL,0,1,JOB00002,operator_01
EQP002,2024-11-01 00:44:43,48.38765787445266,0.6126843446746072,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:44,41.92332717634207,0.8459652560985333,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:44:45,40.7559336854461,0.08464875358462898,NORMAL,0,1,JOB00002,operator_01
EQP003,2024-11-01 00:44:46,86.87483920132064,0.148633215577885,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:47,87.23542004368161,0.7012933420883841,ALERT,1,1,JOB00002,operator_03
EQP004,2024-11-01 00:44:48,86.13939428606852,0.8307673885947606,ALERT,1,1,JOB00002,operator_01
EQP001,2024-11-01 00:44:49,35.34985475236012,0.06121665814357202,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:44:50,99.13733467364689,0.16682970495026284,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:51,82.36253454591463,0.2525860066847242,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:44:52,76.31493336276122,0.9456735370508046,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:44:53,60.0464711558639,0.8555888940755634,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:44:54,70.44709578468348,0.44959890600773733,NORMAL,0,1,JOB00002,operator_01
EQP001,2024-11-01 00:44:55,63.40603620284641,0.23304462826687244,NORMAL,0,1,JOB00002,operator_02
EQP002,2024-11-01 00:44:56,85.72284623117488,0.028570917724010436,ALERT,1,1,JOB00002,operator_03
EQP005,2024-11-01 00:44:57,29.0709676442058,0.720616290663715,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:44:58,91.52796288849274,0.9198709341305428,ALERT,1,1,JOB00002,operator_02
EQP001,2024-11-01 00:44:59,85.6513248283583,0.03769739042267062,ALERT,1,1,JOB00002,operator_03
EQP003,2024-11-01 00:45:00,96.11170979875324,0.6223166372485518,ALERT,1,1,JOB00002,operator_01
EQP001,2024-11-01 00:45:01,79.70510500552615,0.008354704172138572,NORMAL,0,1,JOB00002,operator_02
EQP004,2024-11-01 00:45:02,66.46374638827805,0.7143875620372924,NORMAL,0,1,JOB00002,operator_03
EQP003,2024-11-01 00:45:03,76.4397321547699,0.671779270254866,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:45:04,77.60813236313129,0.6759924897563402,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:45:05,62.764363580483135,0.6751298858444197,NORMAL,0,1,JOB00002,operator_03
EQP002,2024-11-01 00:45:06,85.97010822407144,0.6083500465316787,ALERT,1,1,JOB00002,operator_01
EQP004,2024-11-01 00:45:07,35.36130007743591,0.8399982232439429,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:45:08,88.01375561640381,0.9975825929459724,ALERT,1,1,JOB00002,operator_03
EQP001,2024-11-01 00:45:09,99.21780276920592,0.2094067139499336,ALERT,1,1,JOB00002,operator_01
EQP003,2024-11-01 00:45:10,38.50513458098348,0.7348505204996011,NORMAL,0,1,JOB00002,operator_02
EQP003,2024-11-01 00:45:11,34.13458513410441,0.5802285321991417,NORMAL,0,1,JOB00002,operator_03
EQP001,2024-11-01 00:45:12,93.15533835898707,0.8406326448191253,ALERT,1,1,JOB00002,operator_01
EQP001,2024-11-01 00:45:13,36.89666068703613,0.31318205070363514,NORMAL,0,1,JOB00002,operator_02
EQP001,2024-11-01 00:45:14,87.24828982185535,0.47287932221054507,ALERT,1,1,JOB00002,operator_03
EQP004,2024-11-01 00:45:15,71.08349819215307,0.05059685367658173,NORMAL,0,1,JOB00002,operator_01
EQP005,2024-11-01 00:45:16,97.69759295083955,0.4380336566976468,ALERT,1,1,JOB00002,operator_02
EQP005,2024-11-01 00:45:17,27.38152036502102,0.7295169285731221,NORMAL,0,1,JOB00002,operator_03
